Pid,Pname,Pweight,Psize
7853,帽子,15,12 92 42
2059,键盘,56,53 32 15
1365,茶叶,63,100 10 80
7955,垃圾袋,12,35 49 63
8055,茶叶,37,39 64 46
2191,书,37,74 61 60
3257,矿泉水,100,36 93 19
1884,矿泉水,58,59 78 33
5058,键盘,64,72 48 66
7371,矿泉水,1,52 30 17
8158,薯片,30,98 86 16
3058,椅子,21,3 6 99
5254,书,35,68 23 82
3362,键盘,40,13 35 59
5853,茶叶,44,27 26 40
9053,帽子,100,97 64 24
5951,上衣,75,63 88 96
3155,蛋黄派,54,85 8 83
1062,薯片,13,86 14 49
9358,上衣,55,19 85 76
3859,电脑,57,44 44 89
9155,蛋黄派,74,58 99 78
4262,茶叶,58,20 46 39
7456,椅子,71,49 54 62
7162,椅子,70,9 49 73
6655,矿泉水,9,95 68 79
367,垃圾袋,74,15 83 51
4355,香蕉,5,52 38 39
671,香蕉,23,51 85 92
5165,书,21,68 18 38
9259,苹果,15,12 93 11
4450,茶叶,43,73 54 62
6756,矿泉水,73,12 93 11
4556,上衣,90,56 98 43
4656,茶叶,44,43 30 34
4951,书,69,7 11 84
858,椅子,39,84 41 78
4874,键盘,17,84 47 68
2253,香蕉,40,77 33 73
7553,茶叶,81,11 28 1
2966,椅子,34,8 87 96
7657,蛋黄派,29,42 50 17
7758,蛋黄派,40,35 54 96
3473,帽子,72,34 99 33
8252,上衣,43,38 63 41
460,上衣,93,7 13 50
1460,茶叶,99,36 41 75
262,蛋黄派,66,3 80 82
8354,键盘,6,59 62 23
970,茶叶,13,26 84 6
8549,电脑,28,95 3 64
8457,蛋黄派,59,44 43 63
4758,上衣,2,12 5 62
3557,上衣,74,76 78 29
8657,矿泉水,84,19 55 13
8753,帽子,27,83 31 40
2366,椅子,35,92 41 13
2456,椅子,73,44 100 26
6855,垃圾袋,20,86 37 90
8857,矿泉水,2,26 21 67
5557,键盘,43,99 10 37
5363,苹果,3,60 69 3
8956,椅子,50,99 7 81
3657,蛋黄派,78,46 10 1
562,上衣,61,20 15 52
9456,茶叶,38,74 53 91
765,帽子,58,49 76 6
168,帽子,79,19 97 24
5660,上衣,35,18 11 98
5758,键盘,86,28 15 45
5479,电脑,87,11 32 78
6161,苹果,33,70 80 31
1560,矿泉水,24,19 93 19
9655,椅子,66,9 74 60
1660,矿泉水,29,59 17 46
9558,矿泉水,43,68 34 38
6065,椅子,44,88 90 95
2560,薯片,9,37 72 80
9756,垃圾袋,67,73 82 93
3960,键盘,30,8 2 70
3760,键盘,40,98 78 18
1173,帽子,98,75 41 79
9867,苹果,12,4 13 7
10055,垃圾袋,96,40 100 4
4158,椅子,25,13 15 47
9957,书,32,15 1 17
1260,茶叶,87,8 43 10
6456,茶叶,82,56 65 30
6261,垃圾袋,18,9 76 80
1758,书,14,36 70 41
2759,电脑,35,31 41 21
2666,电脑,62,45 24 55
6359,香蕉,86,51 81 70
7057,茶叶,4,24 91 47
6556,苹果,24,45 21 60
6971,蛋黄派,60,61 8 86
2860,垃圾袋,99,14 39 36
4059,上衣,34,55 85 18
7260,苹果,75,61 68 74
1959,电脑,100,21 47 72
7854,薯片,12,83 52 11
2060,电脑,10,38 62 39
1366,苹果,7,84 37 33
7956,苹果,67,62 61 38
8056,薯片,50,81 100 9
2192,苹果,67,43 29 99
3258,矿泉水,28,25 28 65
1885,矿泉水,74,40 33 52
5059,书,6,49 26 42
7372,椅子,89,70 64 67
8159,香蕉,39,50 61 98
3059,苹果,95,56 57 19
5255,书,11,32 5 47
3363,上衣,51,42 69 47
5854,苹果,36,37 33 77
9054,垃圾袋,35,18 45 7
5952,椅子,16,50 2 69
3156,苹果,83,35 93 12
1063,薯片,58,58 95 66
9359,书,41,43 57 48
3860,茶叶,22,39 6 27
9156,薯片,46,6 82 6
4263,苹果,84,68 54 48
7457,上衣,48,78 84 64
7163,薯片,17,96 63 57
6656,香蕉,35,25 85 99
368,香蕉,49,54 93 36
4356,薯片,55,49 52 52
672,苹果,78,70 55 51
5166,薯片,46,74 72 50
9260,垃圾袋,45,6 19 41
4451,上衣,4,61 1 54
6757,垃圾袋,54,4 72 45
4557,电脑,25,54 10 75
4657,苹果,67,15 92 82
4952,键盘,40,77 50 85
859,矿泉水,14,79 36 35
4875,矿泉水,6,22 81 1
2254,香蕉,21,13 91 41
7554,矿泉水,36,6 58 55
2967,椅子,79,46 91 83
7658,薯片,33,42 14 54
7759,垃圾袋,85,63 41 80
3474,茶叶,57,89 47 3
8253,帽子,96,43 97 68
461,香蕉,48,20 9 98
1461,键盘,5,14 17 72
263,电脑,3,74 47 56
8355,垃圾袋,57,2 98 100
971,椅子,1,74 67 72
8550,苹果,40,52 36 20
8458,电脑,15,60 56 99
4759,上衣,10,79 2 23
3558,键盘,81,45 47 53
8658,上衣,22,43 40 68
8754,上衣,48,50 82 75
2367,键盘,64,98 36 38
2457,香蕉,54,63 41 79
6856,蛋黄派,33,74 25 83
8858,茶叶,96,1 71 13
5558,矿泉水,70,44 35 92
5364,椅子,45,100 52 44
8957,香蕉,23,33 94 65
3658,矿泉水,77,8 2 20
563,苹果,83,66 60 3
9457,书,36,20 89 92
766,茶叶,97,92 63 70
169,电脑,35,33 62 96
5661,茶叶,37,53 83 48
5759,薯片,30,44 68 40
5480,茶叶,51,7 20 7
6162,帽子,91,18 71 51
1561,帽子,27,64 78 64
9656,帽子,62,94 61 22
1661,矿泉水,20,15 89 22
9559,苹果,29,50 92 37
6066,矿泉水,88,86 68 6
2561,薯片,58,100 22 75
9757,蛋黄派,38,96 43 88
3961,薯片,80,51 87 30
3761,蛋黄派,48,2 21 51
1174,薯片,25,54 1 46
9868,矿泉水,45,90 36 47
10056,电脑,6,36 56 56
4159,矿泉水,83,84 26 12
9958,茶叶,31,68 12 13
1261,薯片,10,9 11 28
6457,垃圾袋,40,34 69 100
6262,苹果,83,47 81 85
1759,电脑,64,94 52 6
2760,书,2,22 45 43
2667,椅子,93,49 97 28
6360,电脑,58,92 33 72
7058,茶叶,19,60 88 24
6557,键盘,33,4 4 14
6972,帽子,35,29 46 19
2861,矿泉水,1,69 69 59
4060,键盘,72,15 96 84
7261,上衣,21,46 28 24
1960,垃圾袋,17,15 36 97
7855,苹果,29,45 94 62
2061,苹果,45,60 11 90
1367,矿泉水,61,81 69 78
7957,上衣,88,86 65 35
8057,茶叶,57,94 98 14
2193,蛋黄派,81,22 74 67
3259,键盘,63,5 65 49
1886,香蕉,43,73 69 6
5060,香蕉,13,94 26 79
7373,矿泉水,97,11 64 55
8160,矿泉水,42,11 98 93
3060,帽子,13,10 2 92
5256,蛋黄派,93,39 87 52
3364,椅子,57,1 71 80
5855,键盘,46,42 82 51
9055,书,90,86 5 8
5953,键盘,97,75 42 57
3157,键盘,37,15 27 60
1064,矿泉水,23,89 46 64
9360,垃圾袋,17,16 85 98
3861,茶叶,72,49 36 34
9157,矿泉水,32,90 77 63
4264,香蕉,85,86 46 70
7458,上衣,70,1 70 17
7164,矿泉水,18,97 23 92
6657,键盘,95,100 72 29
369,香蕉,37,24 48 29
4357,书,48,88 74 54
673,薯片,75,97 77 52
5167,键盘,74,51 81 56
9261,蛋黄派,52,63 18 40
4452,垃圾袋,14,73 96 99
6758,薯片,10,64 25 79
4558,键盘,14,41 9 21
4658,蛋黄派,86,81 81 46
4953,电脑,67,31 81 58
860,薯片,85,78 29 41
4876,椅子,32,1 36 31
2255,帽子,12,47 69 10
7555,蛋黄派,19,87 85 70
2968,香蕉,1,97 56 46
7659,矿泉水,29,91 46 17
7760,苹果,23,15 28 80
3475,垃圾袋,90,55 94 46
8254,上衣,69,42 28 55
462,茶叶,1,37 96 95
1462,垃圾袋,80,96 29 45
264,帽子,28,72 65 47
8356,键盘,96,59 85 92
972,苹果,36,77 76 42
8551,蛋黄派,44,71 5 47
8459,蛋黄派,23,56 23 76
4760,上衣,39,64 99 21
3559,键盘,54,35 51 55
8659,书,18,78 96 14
8755,电脑,19,93 64 4
2368,苹果,86,92 45 83
2458,茶叶,5,19 73 2
6857,茶叶,25,12 61 81
8859,蛋黄派,42,32 34 73
5559,上衣,87,45 94 91
5365,上衣,69,28 28 89
8958,蛋黄派,35,82 92 73
3659,上衣,96,86 84 44
564,香蕉,63,45 54 55
9458,键盘,86,90 69 72
767,矿泉水,65,38 30 32
170,键盘,71,29 18 8
5662,书,88,63 65 67
5760,垃圾袋,28,89 48 1
5481,薯片,58,19 36 2
6163,上衣,32,71 54 80
1562,茶叶,82,31 70 70
9657,苹果,80,57 45 76
1662,矿泉水,15,93 86 75
9560,帽子,93,81 94 87
6067,垃圾袋,59,92 92 19
2562,矿泉水,28,95 49 77
9758,电脑,24,45 93 40
3962,香蕉,72,86 45 28
3762,薯片,18,1 80 67
1175,上衣,68,15 8 33
9869,苹果,100,78 84 68
10057,香蕉,66,47 82 19
4160,椅子,36,45 7 74
9959,垃圾袋,27,33 28 17
1262,椅子,25,87 72 7
6458,键盘,18,39 8 2
6263,书,47,81 8 89
1760,椅子,19,3 6 62
2761,蛋黄派,10,65 62 35
2668,帽子,22,15 1 90
6361,香蕉,36,99 6 94
7059,薯片,79,51 56 79
6558,茶叶,69,1 19 44
6973,键盘,45,12 68 98
2862,书,93,23 69 2
4061,键盘,46,51 26 76
7262,矿泉水,51,76 92 97
1961,垃圾袋,88,7 27 14
7856,垃圾袋,24,17 53 22
2062,书,9,12 90 51
1368,上衣,44,49 95 3
7958,蛋黄派,55,11 50 94
8058,薯片,66,79 27 90
2194,键盘,25,12 51 91
3260,书,39,78 31 37
1887,键盘,45,32 4 51
5061,蛋黄派,26,76 87 87
7374,香蕉,42,88 56 16
8161,薯片,80,8 31 68
3061,薯片,54,36 36 79
5257,苹果,51,100 6 83
3365,香蕉,42,78 87 70
5856,椅子,2,58 19 29
9056,蛋黄派,32,79 59 60
5954,香蕉,6,9 98 94
3158,椅子,49,75 32 94
1065,茶叶,7,86 89 70
9361,椅子,34,44 76 74
3862,苹果,91,65 40 86
9158,电脑,68,4 4 63
4265,薯片,67,32 25 71
7459,薯片,68,62 58 11
7165,键盘,14,83 59 20
6658,茶叶,3,34 11 20
370,电脑,80,91 11 41
4358,键盘,24,19 47 92
674,苹果,84,83 33 5
5168,书,35,82 79 19
9262,帽子,64,25 73 16
4453,垃圾袋,39,43 99 83
6759,矿泉水,13,65 4 58
4559,矿泉水,67,89 42 15
4659,茶叶,41,24 76 89
4954,矿泉水,59,92 70 82
861,电脑,10,70 27 77
4877,苹果,36,22 47 83
2256,薯片,75,23 14 47
7556,电脑,21,21 10 94
2969,椅子,25,37 9 83
7660,香蕉,91,85 41 68
7761,茶叶,33,89 23 95
3476,香蕉,21,78 7 18
8255,蛋黄派,99,95 88 57
463,椅子,34,83 98 31
1463,苹果,92,39 64 21
265,茶叶,19,14 98 19
8357,电脑,17,44 26 98
973,书,73,98 67 30
8552,垃圾袋,53,69 9 98
8460,垃圾袋,64,4 99 40
4761,椅子,11,73 56 30
3560,香蕉,25,41 54 94
8660,帽子,28,96 59 39
8756,帽子,65,91 77 97
2369,电脑,6,58 94 10
2459,帽子,73,87 52 77
6858,帽子,48,97 96 96
8860,垃圾袋,6,71 79 22
5560,苹果,10,22 55 82
5366,电脑,56,58 53 70
8959,帽子,24,88 61 10
3660,茶叶,77,62 73 53
565,椅子,3,64 74 8
9459,书,97,13 93 54
768,书,65,33 3 6
171,垃圾袋,96,13 100 75
5663,书,18,92 39 85
5761,矿泉水,10,89 65 36
5482,矿泉水,41,36 95 21
6164,书,69,82 46 58
1563,茶叶,35,75 5 8
9658,键盘,12,26 82 13
1663,椅子,48,91 10 2
9561,蛋黄派,88,12 69 61
6068,矿泉水,70,46 38 32
2563,苹果,22,28 13 28
9759,苹果,98,83 44 88
3963,薯片,77,87 73 54
3763,苹果,6,25 10 95
1176,书,7,38 60 75
9870,茶叶,54,7 49 7
10058,书,74,64 99 50
4161,键盘,65,43 81 73
9960,帽子,76,27 64 21
1263,椅子,76,22 87 74
6459,垃圾袋,58,32 64 33
6264,书,34,95 12 94
1761,茶叶,80,21 75 16
2762,矿泉水,51,73 92 77
2669,电脑,51,32 70 72
6362,上衣,44,90 88 100
7060,蛋黄派,17,34 13 7
6559,蛋黄派,93,26 31 74
6974,垃圾袋,15,88 68 80
2863,电脑,13,97 84 35
4062,电脑,99,27 50 2
7263,帽子,99,21 75 49
1962,椅子,90,31 39 50
7857,键盘,78,2 69 44
2063,椅子,88,33 43 12
1369,书,81,93 91 50
7959,蛋黄派,100,59 12 72
8059,电脑,12,20 45 48
2195,垃圾袋,74,11 4 19
3261,香蕉,56,33 98 99
1888,香蕉,93,61 21 28
5062,薯片,50,1 63 80
7375,垃圾袋,14,55 42 58
8162,电脑,78,72 71 2
3062,电脑,6,16 11 39
5258,电脑,9,22 26 100
3366,上衣,56,28 16 7
5857,茶叶,90,94 28 83
9057,电脑,39,66 4 46
5955,帽子,74,97 34 7
3159,矿泉水,6,79 8 22
1066,垃圾袋,87,61 72 14
9362,薯片,77,55 33 72
3863,茶叶,72,13 22 40
9159,蛋黄派,90,95 5 63
4266,矿泉水,70,32 13 19
7460,键盘,12,62 30 34
7166,书,76,92 89 9
6659,书,95,59 7 38
371,书,8,57 81 31
4359,电脑,95,53 53 47
675,香蕉,73,58 42 43
5169,书,69,97 57 62
9263,帽子,69,38 59 15
4454,键盘,64,90 20 78
6760,薯片,10,69 90 70
4560,苹果,29,6 100 46
4660,茶叶,28,51 57 30
4955,苹果,49,2 39 83
862,薯片,29,41 32 71
4878,垃圾袋,24,36 12 41
2257,香蕉,19,82 36 6
7557,电脑,46,71 73 21
2970,茶叶,9,48 38 64
7661,苹果,31,9 96 59
7762,香蕉,83,56 44 15
3477,书,45,5 30 48
8256,上衣,47,50 43 63
464,帽子,60,93 26 10
1464,电脑,80,11 68 22
266,蛋黄派,23,11 85 74
8358,椅子,58,94 57 72
974,电脑,94,17 71 56
8553,上衣,51,35 78 8
8461,垃圾袋,92,76 92 100
4762,垃圾袋,18,31 16 74
3561,帽子,3,82 98 56
8661,椅子,90,65 13 95
8757,键盘,77,29 70 12
8758,薯片,2,76 66 69
8759,椅子,27,96 87 19
2370,香蕉,91,62 95 10
2371,垃圾袋,6,72 61 55
2372,香蕉,5,90 41 19
5367,蛋黄派,85,69 98 64
5368,薯片,78,95 10 25
5369,上衣,79,59 91 81
5370,椅子,88,79 85 93
5371,矿泉水,57,6 63 14
5372,香蕉,79,59 18 81
5373,电脑,1,85 50 100
5374,键盘,6,45 28 14
8861,上衣,46,95 89 24
5483,矿泉水,84,79 13 38
6165,键盘,25,67 87 54
1564,垃圾袋,87,24 52 56
9659,矿泉水,95,6 17 15
1664,书,4,96 27 30
9562,香蕉,89,9 31 6
6069,电脑,81,49 70 92
2564,矿泉水,91,27 17 60
9760,椅子,49,57 90 53
3964,垃圾袋,59,88 100 35
3764,矿泉水,81,1 43 49
1177,椅子,100,54 99 28
9871,电脑,19,30 79 65
10059,键盘,8,38 22 52
4162,茶叶,9,69 2 98
9961,薯片,45,65 9 71
1264,椅子,49,79 95 32
6460,苹果,24,68 85 87
6265,椅子,71,22 77 84
1762,薯片,73,93 59 1
2763,椅子,75,24 5 22
2670,香蕉,7,76 27 86
6363,上衣,90,11 88 80
7061,上衣,1,39 57 63
6560,椅子,5,30 21 44
6975,茶叶,24,73 44 52
2864,蛋黄派,61,83 75 37
4063,书,63,54 15 10
7264,键盘,57,81 34 69
1963,香蕉,62,41 85 18
7858,上衣,84,80 42 80
2064,蛋黄派,44,49 92 7
1370,矿泉水,88,80 17 8
7960,书,64,28 85 22
8060,矿泉水,51,11 77 6
2196,薯片,59,26 44 35
3262,茶叶,94,18 22 22
1889,书,100,93 23 96
5063,香蕉,36,49 98 91
7376,椅子,81,39 71 17
8163,键盘,7,95 3 58
3063,蛋黄派,79,63 49 97
5259,帽子,56,43 76 91
3367,上衣,11,26 9 38
5858,键盘,88,11 36 11
9058,茶叶,9,54 33 72
5956,矿泉水,89,52 93 17
3160,苹果,75,20 77 24
1067,键盘,15,49 41 89
9363,香蕉,65,44 89 9
3864,帽子,78,54 54 13
9160,香蕉,12,53 19 99
4267,电脑,41,15 84 61
7461,矿泉水,45,77 60 21
7167,帽子,13,12 11 73
6660,椅子,9,40 83 8
372,垃圾袋,22,36 14 99
4360,苹果,14,3 13 76
676,键盘,22,64 82 49
5170,电脑,20,42 70 47
9264,苹果,33,89 29 45
4455,矿泉水,45,57 38 2
6761,蛋黄派,69,4 8 64
4561,苹果,79,82 77 79
4661,垃圾袋,35,63 3 26
4956,帽子,50,79 33 18
863,垃圾袋,23,60 15 88
4879,蛋黄派,34,13 31 14
2258,键盘,68,26 76 65
7558,椅子,99,34 49 97
2971,帽子,48,71 29 46
7662,垃圾袋,37,87 98 83
7763,上衣,91,98 45 26
3478,书,69,4 51 94
8257,矿泉水,8,100 56 84
465,苹果,33,23 94 11
1465,电脑,57,65 5 4
267,矿泉水,77,57 93 62
8359,香蕉,77,78 86 46
975,上衣,12,80 60 95
8554,书,71,73 73 22
8462,帽子,100,60 33 50
4763,薯片,30,79 45 63
3562,薯片,43,50 29 7
8662,电脑,3,40 86 26
8760,帽子,24,16 56 81
2460,茶叶,55,74 79 13
6859,电脑,97,88 87 39
2373,矿泉水,16,49 11 25
172,矿泉水,79,28 28 68
5561,帽子,56,86 99 94
8960,书,81,46 49 81
5375,电脑,99,69 40 11
3661,香蕉,62,68 42 42
566,茶叶,35,1 4 24
9460,书,68,74 65 37
769,帽子,74,66 5 24
5664,上衣,10,34 4 82
5762,香蕉,33,74 95 81
8862,上衣,56,72 92 56
5484,茶叶,17,58 52 89
6166,香蕉,29,58 76 68
1565,键盘,29,18 34 48
9660,矿泉水,41,90 31 70
1665,薯片,1,34 29 60
1666,书,5,13 5 86
1667,键盘,36,43 54 32
6070,书,33,16 74 5
9761,苹果,36,57 98 63
3965,矿泉水,24,8 30 90
3765,香蕉,14,56 85 34
1178,香蕉,15,74 66 4
9872,茶叶,77,88 36 43
10060,茶叶,3,52 75 57
4163,上衣,53,77 71 51
9962,键盘,29,37 37 33
1265,香蕉,44,12 95 96
6461,矿泉水,54,68 34 84
6266,矿泉水,47,20 40 47
1763,茶叶,48,70 48 88
2764,上衣,89,30 55 40
2671,帽子,38,14 12 47
6364,书,8,87 75 71
7062,椅子,42,35 73 84
6561,蛋黄派,54,20 22 15
6976,垃圾袋,25,5 72 51
2865,薯片,54,36 88 14
4064,帽子,43,98 67 91
7265,椅子,72,13 33 14
1964,垃圾袋,25,11 44 82
7859,薯片,63,62 34 33
2065,椅子,78,88 77 35
1371,垃圾袋,84,6 32 69
7961,香蕉,22,96 88 35
8061,茶叶,45,23 65 70
2197,书,11,43 100 5
3263,键盘,38,99 32 22
1890,蛋黄派,56,14 67 88
5064,帽子,27,8 31 96
7377,椅子,75,21 22 59
8164,苹果,38,31 82 11
3064,苹果,60,8 65 3
5260,矿泉水,40,44 73 12
3368,键盘,2,62 31 41
5859,帽子,82,42 87 51
9059,上衣,1,65 51 14
5957,蛋黄派,7,53 5 38
3161,上衣,77,100 5 87
1068,矿泉水,40,45 98 12
9364,帽子,87,3 64 33
3865,蛋黄派,41,10 45 19
9161,垃圾袋,24,10 25 95
4268,薯片,33,73 76 87
7462,薯片,3,36 24 54
7168,蛋黄派,20,89 42 72
6661,书,78,34 82 1
373,书,8,69 58 3
4361,帽子,42,78 43 70
677,电脑,4,64 62 75
5171,香蕉,74,90 93 81
9265,苹果,19,85 86 100
4456,垃圾袋,99,47 42 24
6762,香蕉,48,69 100 21
4562,书,19,48 13 44
4662,蛋黄派,84,55 54 78
4957,帽子,10,58 44 62
864,电脑,78,44 2 12
4880,薯片,30,11 78 97
2259,电脑,53,64 81 74
7559,书,36,97 31 5
2972,香蕉,53,40 37 26
7663,苹果,85,49 36 26
7764,电脑,4,15 14 43
3479,椅子,48,54 33 10
8258,蛋黄派,16,4 57 87
466,椅子,82,79 40 15
1466,帽子,27,2 71 15
268,香蕉,63,75 14 95
8360,矿泉水,77,93 55 30
976,苹果,87,47 64 52
8555,电脑,85,52 78 21
8463,茶叶,16,24 26 2
4764,电脑,31,91 54 2
3563,薯片,38,23 23 84
8663,键盘,84,99 11 100
8761,垃圾袋,65,99 24 41
2461,苹果,54,2 82 84
6860,帽子,74,23 21 11
2374,书,95,21 94 28
173,茶叶,79,9 93 91
5562,垃圾袋,24,33 43 84
8961,上衣,42,76 81 23
5376,薯片,81,84 6 78
3662,垃圾袋,37,87 71 70
567,书,46,75 82 2
9461,电脑,88,41 88 9
770,电脑,12,2 26 61
5665,茶叶,14,26 1 70
5763,垃圾袋,6,91 77 97
8863,上衣,15,20 58 83
5485,键盘,54,22 26 83
6167,蛋黄派,41,2 54 43
1566,上衣,31,80 2 99
9661,薯片,95,66 34 82
9563,薯片,3,68 2 5
2565,帽子,29,60 16 19
1668,帽子,39,36 73 42
6071,书,54,98 70 97
9762,键盘,23,86 77 63
3966,蛋黄派,91,43 81 84
3766,苹果,35,32 52 72
1179,蛋黄派,35,93 83 32
9873,电脑,36,99 54 73
10061,椅子,94,56 70 13
4164,电脑,54,92 74 60
9963,垃圾袋,78,43 89 12
1266,茶叶,96,90 32 65
6462,苹果,40,13 56 66
6267,帽子,20,17 73 87
1764,键盘,10,63 83 11
2765,帽子,8,79 43 61
2672,电脑,19,54 63 22
6365,电脑,96,7 69 46
7063,蛋黄派,36,16 39 70
6562,帽子,69,15 27 29
6977,上衣,84,42 31 98
2866,帽子,67,56 13 97
4065,书,57,44 63 35
7266,上衣,27,67 99 75
1965,键盘,95,10 86 23
7860,垃圾袋,26,11 53 42
2066,椅子,21,33 30 30
1372,蛋黄派,57,76 53 25
7962,电脑,20,51 52 41
8062,上衣,27,59 34 39
2198,蛋黄派,22,19 19 82
3264,香蕉,23,33 44 58
1891,书,93,26 42 3
5065,帽子,89,91 93 53
7378,矿泉水,13,52 17 55
8165,薯片,76,17 14 70
3065,帽子,100,19 11 40
5261,书,37,15 43 79
3369,电脑,12,67 11 96
5860,香蕉,84,84 77 1
9060,苹果,79,38 12 69
5958,蛋黄派,21,78 42 22
3162,帽子,2,64 57 93
1069,苹果,76,35 38 37
9365,帽子,54,77 9 28
3866,苹果,98,6 42 26
9162,蛋黄派,48,27 10 69
4269,香蕉,35,70 16 2
7463,帽子,10,52 25 34
7169,蛋黄派,5,4 66 88
6662,矿泉水,53,54 62 91
374,书,22,35 14 31
4362,茶叶,5,56 21 97
678,上衣,74,51 39 77
5172,苹果,64,66 90 99
9266,帽子,14,21 39 51
4457,薯片,92,90 51 90
6763,垃圾袋,76,42 68 78
4563,电脑,27,14 1 37
4663,电脑,34,20 82 17
4958,上衣,86,80 11 31
865,书,24,34 68 88
4881,书,2,36 33 18
2260,薯片,45,70 43 6
7560,书,38,69 75 50
2973,茶叶,43,95 42 78
7664,椅子,6,56 63 20
7765,键盘,12,4 52 63
3480,电脑,71,14 18 48
8259,垃圾袋,29,14 85 12
467,书,43,35 90 7
1467,苹果,19,17 52 94
269,电脑,76,16 26 4
8361,电脑,15,82 60 19
977,键盘,78,37 27 49
8556,椅子,61,96 100 67
8464,蛋黄派,90,64 37 44
4765,香蕉,24,68 6 1
3564,书,17,49 4 28
8664,薯片,21,60 39 37
8762,苹果,78,61 91 28
2462,书,12,69 35 49
6861,薯片,96,63 96 77
2375,垃圾袋,53,84 80 70
174,电脑,8,93 94 11
5563,薯片,48,92 96 36
8962,香蕉,43,77 40 86
5377,蛋黄派,30,23 36 1
3663,椅子,41,91 3 70
568,茶叶,61,60 71 64
9462,香蕉,7,94 69 2
771,薯片,73,92 97 41
5666,蛋黄派,54,27 35 10
5764,电脑,1,12 8 11
8864,键盘,56,55 12 25
5486,蛋黄派,67,98 44 3
6168,书,87,5 58 55
1567,椅子,64,90 82 30
9662,上衣,86,1 85 94
9564,键盘,5,24 6 92
2566,茶叶,48,41 18 65
1669,垃圾袋,72,96 38 52
6072,电脑,46,9 31 18
9763,蛋黄派,95,24 34 24
3967,茶叶,34,37 90 30
3767,书,6,46 31 85
1180,苹果,25,89 12 30
9874,帽子,65,4 13 54
10062,帽子,36,36 70 82
4165,茶叶,7,99 40 88
9964,电脑,78,37 63 87
1267,矿泉水,38,30 65 27
6463,苹果,91,74 20 22
6268,椅子,77,58 57 12
1765,苹果,69,7 13 81
2766,键盘,35,83 15 59
2673,薯片,89,19 75 24
6366,电脑,97,63 72 73
7064,帽子,41,15 24 88
6563,茶叶,72,65 14 92
6978,蛋黄派,5,2 70 30
2867,上衣,4,93 2 56
4066,垃圾袋,84,3 46 11
7267,椅子,70,68 68 85
1966,蛋黄派,83,68 12 60
7861,薯片,85,55 81 42
2067,蛋黄派,5,99 30 32
1373,上衣,55,71 90 42
7963,茶叶,58,49 2 62
8063,香蕉,5,25 11 96
2199,薯片,32,44 98 22
3265,书,81,25 76 50
1892,茶叶,74,68 86 59
5066,键盘,22,83 89 89
7379,蛋黄派,11,59 49 13
8166,书,76,2 34 77
3066,键盘,25,8 95 75
5262,书,64,52 47 35
3370,上衣,28,37 16 79
5861,矿泉水,18,60 33 26
9061,香蕉,47,7 99 14
5959,帽子,50,41 68 80
3163,书,4,61 26 77
1070,蛋黄派,34,69 60 92
9366,薯片,54,27 61 39
3867,香蕉,96,70 22 97
9163,上衣,83,7 74 94
4270,香蕉,14,14 65 77
7464,茶叶,69,65 13 37
7170,香蕉,85,51 44 59
6663,矿泉水,12,83 90 60
375,垃圾袋,13,31 71 18
4363,垃圾袋,64,13 13 24
679,香蕉,6,25 61 3
5173,蛋黄派,27,27 30 20
9267,键盘,8,39 44 56
4458,薯片,28,33 22 67
6764,垃圾袋,79,24 15 99
4564,香蕉,73,94 69 92
4664,垃圾袋,93,1 42 10
4959,垃圾袋,35,62 100 20
866,蛋黄派,27,47 74 32
4882,帽子,6,63 3 84
2261,矿泉水,58,12 29 11
7561,椅子,29,87 91 64
2974,垃圾袋,48,8 66 28
7665,上衣,52,72 73 49
7766,薯片,95,60 89 24
3481,蛋黄派,49,32 46 97
8260,电脑,45,48 14 3
468,矿泉水,100,94 35 100
1468,帽子,66,84 58 78
270,书,39,67 95 21
8362,香蕉,23,99 29 24
978,书,10,68 69 24
8557,香蕉,10,35 27 33
8465,香蕉,12,33 9 13
4766,矿泉水,4,2 93 59
3565,垃圾袋,6,18 62 94
8665,蛋黄派,94,79 85 58
8763,电脑,49,80 22 6
2463,蛋黄派,54,61 19 23
6862,键盘,68,68 64 55
2376,苹果,21,83 72 12
175,薯片,86,19 71 3
5564,椅子,70,21 75 69
8963,垃圾袋,4,39 65 58
5378,键盘,50,50 59 30
3664,书,39,32 42 51
569,椅子,41,61 42 88
9463,茶叶,90,47 92 64
772,苹果,44,16 25 14
5667,椅子,47,89 75 9
5765,薯片,50,37 45 8
8865,椅子,49,69 65 76
5487,苹果,37,40 82 77
6169,薯片,61,26 46 35
1568,薯片,22,96 10 1
9663,矿泉水,12,99 43 17
9565,电脑,57,1 68 52
2567,电脑,16,53 72 87
1670,蛋黄派,87,95 45 57
6073,键盘,49,5 97 6
9764,电脑,30,3 18 20
3968,垃圾袋,78,43 39 58
3768,苹果,35,62 9 31
1181,电脑,84,1 17 36
9875,蛋黄派,9,4 28 72
10063,矿泉水,44,32 17 71
4166,香蕉,13,33 29 19
9965,香蕉,81,58 25 18
1268,蛋黄派,15,65 8 51
6464,椅子,90,47 58 92
6269,键盘,45,59 99 50
1766,蛋黄派,46,36 31 17
2767,帽子,39,64 74 37
2674,茶叶,43,19 24 65
6367,椅子,46,88 64 90
7065,椅子,75,47 45 45
6564,蛋黄派,27,98 81 89
